;AltitudeVariation;VehicleSpeedInstantaneous;VehicleSpeedAverage;VehicleSpeedVariance;VehicleSpeedVariation;LongitudinalAcceleration;EngineLoad;EngineCoolantTemperature;ManifoldAbsolutePressure;EngineRPM;MassAirFlow;IntakeAirTemperature;VerticalAcceleration;FuelConsumptionAverage;roadSurface;traffic;drivingStyle
78;-2.700004578;31.5;11.35499968;127.1313236;2.7000007630000002;1.5901;0.0;33.0;104.0;1277.0;12.88000011;17.0;-0.5384;22.90052414;SmoothCondition;LowCongestionCondition;EvenPaceStyle
79;-3.400001526;31.5;11.87999968;131.5439934;0.0;1.4526;31.37254906;33.0;100.0;1242.0;14.40999985;17.0;-0.4222;22.53281784;SmoothCondition;LowCongestionCondition;EvenPaceStyle
80;-2.200004578;30.59999847;12.38999965;134.8270097;-0.9000015259999999;1.5317;63.13725662;34.0;100.0;1242.0;14.40999985;16.0;-0.3853;22.53281784;SmoothCondition;LowCongestionCondition;EvenPaceStyle
81;-3.900001526;32.39999771;12.92999961;138.71500859999998;1.799999237;1.496;63.13725662;34.0;102.0;1414.5;15.68999958;16.0;-0.3887;22.15661812;SmoothCondition;LowCongestionCondition;EvenPaceStyle
82;-4.199996948;35.09999847;13.51499959;143.8639995;2.7000007630000002;1.4525;55.29411697;34.0;102.0;1414.5;15.68999958;16.0;-0.4727;22.15661812;SmoothCondition;LowCongestionCondition;EvenPaceStyle
83;-4.299995422;35.09999847;14.09999956;148.31693959999998;0.0;1.3903;55.29411697;34.0;102.0;1523.5;15.72000027;16.0;-0.4733;21.72527695;SmoothCondition;LowCongestionCondition;EvenPaceStyle
84;-2.099998474;37.79999924;14.72999955;154.0638209;2.7000007630000002;1.3547;0.0;34.0;102.0;1497.5;15.72000027;16.0;-0.5863;21.72527695;SmoothCondition;LowCongestionCondition;EvenPaceStyle
85;-2.799995422;36.89999771;15.34499951;158.33233669999998;-0.9000015259999999;1.3581;0.0;34.0;102.0;1497.5;18.44000053;16.0;-0.5905;21.52325249;SmoothCondition;LowCongestionCondition;EvenPaceStyle
86;-2.900001526;36.0;15.94499951;161.20623559999999;-0.8999977109999999;1.2529;16.86274529;34.0;103.0;1479.0;14.68999958;16.0;-0.5198;21.17808533;SmoothCondition;LowCongestionCondition;EvenPaceStyle
87;-3.099998474;35.09999847;16.52999949;162.7678878;-0.9000015259999999;1.2186;16.86274529;34.0;103.0;1479.0;14.68999958;16.0;-0.4144;21.17808533;SmoothCondition;LowCongestionCondition;EvenPaceStyle
88;-1.5999984740000002;36.0;17.12999949;164.195685;0.9000015259999999;1.1399;43.13725662;34.0;101.0;1489.0;14.72000027;16.0;-0.4752;20.81062508;SmoothCondition;LowCongestionCondition;EvenPaceStyle
89;-1.7999954219999998;36.89999771;17.74499945;165.46216719999998;0.8999977109999999;0.9905;41.96078491;35.0;101.0;1540.5;14.72000027;16.0;-0.3485;20.81062508;SmoothCondition;LowCongestionCondition;EvenPaceStyle
90;-0.399993896;36.89999771;18.35999941;165.9593783;0.0;0.9774;41.96078491;35.0;101.0;1540.5;15.72000027;16.0;-0.3672;20.48775482;SmoothCondition;LowCongestionCondition;EvenPaceStyle
91;0.0;38.70000076;19.00499942;166.8350491;1.8000030519999999;0.8745;48.23529434;35.0;102.0;1628.0;16.71999931;16.0;-0.4905;20.20194435;SmoothCondition;LowCongestionCondition;EvenPaceStyle
92;-0.20000457800000002;38.70000076;19.64999944;166.8645673;0.0;1.0014;15.68627453;35.0;102.0;1628.0;16.71999931;16.0;-0.5749;20.20194435;SmoothCondition;LowCongestionCondition;EvenPaceStyle
93;-0.5;39.59999847;20.30999941;166.6229399;0.8999977109999999;1.1644;15.68627453;35.0;102.0;1627.0;20.86000061;16.0;-0.7365;20.10399437;SmoothCondition;LowCongestionCondition;EvenPaceStyle
94;-0.400001526;38.70000076;20.95499942;164.9404751;-0.8999977109999999;1.2231;40.39215851;35.0;102.0;1627.0;20.86000061;16.0;-0.7791;20.10399437;SmoothCondition;LowCongestionCondition;EvenPaceStyle
95;-0.400001526;37.79999924;21.58499941;161.9036618;-0.9000015259999999;1.2792;66.27451324;35.0;102.0;1565.0;18.44000053;16.0;-0.8706;19.96433449;SmoothCondition;LowCongestionCondition;EvenPaceStyle
96;-1.7999954219999998;38.70000076;22.22999942;158.5485698;0.9000015259999999;1.3261;66.27451324;35.0;108.0;1654.5;19.48999977;17.0;-0.9781;19.83669853;SmoothCondition;LowCongestionCondition;EvenPaceStyle
97;-3.099998474;36.0;22.79999942;154.35762130000003;-2.7000007630000002;1.2986;67.05882263;35.0;111.0;1768.0;21.87999916;19.0;-0.9011;19.74422836;SmoothCondition;LowCongestionCondition;EvenPaceStyle
98;-4.0999984739999995;43.19999695;23.50499937;152.7767472;7.199996948;1.4017;58.8235321;36.0;114.0;1838.5;21.29999924;20.0;-0.8586;19.61326027;SmoothCondition;LowCongestionCondition;EvenPaceStyle
99;-5.200004578;45.0;24.23999937;151.3976888;1.8000030519999999;1.5214;0.0;36.0;104.0;803.0;8.020000458;19.0;-1.0035;18.53573418;SmoothCondition;LowCongestionCondition;EvenPaceStyle
100;-6.300003052;45.0;24.98999937;148.1714186;0.0;1.5185;77.25490570000001;36.0;103.0;1354.0;17.21999931;17.0;-1.0847;18.32847595;SmoothCondition;LowCongestionCondition;EvenPaceStyle
101;-6.799995422;45.89999771;25.75499934;144.4021722;0.8999977109999999;1.5021;76.07843018;36.0;107.0;1395.5;18.37999916;18.0;-1.1105;18.14863396;SmoothCondition;LowCongestionCondition;EvenPaceStyle
102;-6.200004578;48.59999847;26.56499931;141.337901;2.7000007630000002;1.4781;81.56862640000001;36.0;113.0;1458.0;20.52000046;19.0;-0.9987;18.01894188;SmoothCondition;LowCongestionCondition;EvenPaceStyle
103;-6.200004578;50.39999771;27.40499927;138.2882732;1.799999237;1.4835;78.03921509;36.0;117.0;1517.5;21.90999985;21.0;-0.8353;17.91011429;SmoothCondition;LowCongestionCondition;EvenPaceStyle
104;-6.399993896000001;51.29999924;28.16999927;139.1634854;0.9000015259999999;1.3419999999999999;76.07843018;36.0;120.0;1596.5;22.19000053;21.0;-0.7289;17.79441643;SmoothCondition;LowCongestionCondition;EvenPaceStyle
105;-4.800003052;53.09999847;28.85999924;144.6156545;1.799999237;1.3997;75.29412079;36.0;121.0;1652.5;22.87999916;23.0;-0.5453;17.68197823;SmoothCondition;LowCongestionCondition;EvenPaceStyle
106;-3.900001526;54.89999771;29.54999921;151.6255858;1.799999237;1.2690000000000001;72.54901886;37.0;123.0;1693.5;22.87999916;24.0;-0.6341;17.68197823;SmoothCondition;LowCongestionCondition;EvenPaceStyle
107;-2.600006104;56.69999695;30.26999915;159.2258554;1.799999237;1.1173;65.49019623;37.0;119.0;1750.5;22.65999985;24.0;-0.7573;17.55351448;SmoothCondition;LowCongestionCondition;EvenPaceStyle
108;-1.7999954219999998;58.5;31.00499916;167.9150514;1.8000030519999999;1.0825;61.96078491;37.0;112.0;1777.0;20.36000061;24.0;-0.7978;17.35929871;SmoothCondition;LowCongestionCondition;EvenPaceStyle
109;-1.199996948;59.39999771;31.72499914;177.3385075;0.8999977109999999;1.131;52.94117737;37.0;108.0;1795.0;20.12999916;23.0;-0.8397;17.16195488;SmoothCondition;LowCongestionCondition;EvenPaceStyle
110;-1.300003052;60.29999924;32.32499914;189.87749069999998;0.9000015259999999;1.0195;55.29411697;37.0;105.0;1808.5;18.94000053;21.0;-0.7726;16.94412804;SmoothCondition;LowCongestionCondition;EvenPaceStyle
111;-1.7999954219999998;60.29999924;32.86499914;202.5134908;0.0;0.9818;27.05882454;37.0;105.0;1808.5;18.57999992;20.0;-0.7821;16.72980309;SmoothCondition;LowCongestionCondition;EvenPaceStyle
112;-3.599998474;61.19999695;33.43499908;215.20806519999996;0.8999977109999999;0.9649;0.0;38.0;105.0;1804.0;23.36000061;19.0;-0.8252;16.6343441;SmoothCondition;LowCongestionCondition;EvenPaceStyle
113;-4.700004578;60.29999924;33.95999908;226.79632809999998;-0.8999977109999999;0.9425;0.0;38.0;105.0;1766.5;22.87999916;19.0;-0.785;16.54192352;SmoothCondition;LowCongestionCondition;EvenPaceStyle
114;-6.0999984739999995;58.5;34.40999908;236.6948035;-1.799999237;0.9402;0.0;38.0;104.0;1707.0;22.12999916;18.0;-0.7801;16.4543438;SmoothCondition;LowCongestionCondition;EvenPaceStyle
115;-6.300003052;57.59999847;34.81499907;245.62196409999999;-0.9000015259999999;0.8162;0.0;38.0;104.0;1650.5;21.54999924;18.0;-0.8363;16.37427902;SmoothCondition;LowCongestionCondition;EvenPaceStyle
116;-7.5999984739999995;55.79999924;35.2049991;252.8323369;-1.799999237;0.8134;0.0;38.0;103.0;1607.5;20.57999992;18.0;-0.9066;16.28753662;SmoothCondition;LowCongestionCondition;EvenPaceStyle
117;-7.4000015260000005;54.89999771;35.62499908;258.7137597;-0.9000015259999999;0.9496;0.0;38.0;103.0;1562.0;19.90999985;18.0;-0.971;16.20639801;SmoothCondition;LowCongestionCondition;EvenPaceStyle
118;-7.4000015260000005;52.19999695;36.07499905;261.322233;-2.7000007630000002;0.8207;0.0;38.0;103.0;1514.5;19.21999931;18.0;-1.0463;16.12316704;SmoothCondition;LowCongestionCondition;EvenPaceStyle
119;-6.199996948;51.29999924;36.58499905;260.979928;-0.8999977109999999;0.7976;0.0;39.0;102.0;1471.5;18.37999916;17.0;-1.003;16.04192352;SmoothCondition;LowCongestionCondition;EvenPaceStyle
120;-6.4000015260000005;49.5;37.12499905;257.07545469999997;-1.799999237;0.9572;0.0;39.0;102.0;1415.0;17.44000053;17.0;-1.0497;15.96043873;SmoothCondition;LowCongestionCondition;EvenPaceStyle
121;-4.5;47.69999695;37.679999;249.90466630000003;-1.8000030519999999;1.1034;20.0;39.0;102.0;791.0;6.71999979;17.0;-1.1047;15.41517162;SmoothCondition;LowCongestionCondition;EvenPaceStyle
122;-3.099998474;50.39999771;38.27999897;243.0951747;2.7000007630000002;1.3206;25.09803963;39.0;101.0;783.0;5.440000057000001;17.0;-1.2659;14.83494949;SmoothCondition;LowCongestionCondition;EvenPaceStyle
123;-2.0;41.39999771;38.72999894;233.388904;-9.0;1.5211;32.94117737;39.0;101.0;786.0;5.489999771;17.0;-1.5382;14.42818928;SmoothCondition;LowCongestionCondition;EvenPaceStyle
124;-2.0;36.89999771;39.07499892;224.7212175;-4.5;1.85;33.33333206;39.0;101.0;788.0;5.46999979;17.0;-1.7579;14.1557703;SmoothCondition;LowCongestionCondition;EvenPaceStyle
125;-1.6999969480000001;29.69999886;39.2699989;218.64415899999997;-7.199998856000001;1.825;31.76470566;40.0;101.0;782.0;5.46999979;17.0;-1.9615;14.03401279;SmoothCondition;LowCongestionCondition;EvenPaceStyle
126;-1.5999984740000002;22.5;39.32999891;216.3743284;-7.199998856000001;2.1055;34.11764908;40.0;101.0;794.5;6.989999771;17.0;-1.9937;14.01447868;SmoothCondition;LowCongestionCondition;AggressiveStyle
127;-1.299995422;18.0;39.3449989;215.7096253;-4.5;2.1397;0.0;40.0;101.0;1084.5;9.43999958;17.0;-1.9638;14.07376862;SmoothCondition;LowCongestionCondition;AggressiveStyle
128;-1.8000030519999999;18.89999962;39.40499891;212.99132000000003;0.899999619;2.0717;83.92156982;40.0;102.0;1253.5;9.43999958;17.0;-1.7611;14.07376862;SmoothCondition;LowCongestionCondition;AggressiveStyle
129;-1.199996948;18.89999962;39.5249989;207.0934221;0.0;2.0925;63.92156982;40.0;104.0;1478.5;16.07999992;17.0;-1.7343;14.17194462;SmoothCondition;LowCongestionCondition;AggressiveStyle
130;-1.5999984740000002;22.5;39.76499891;195.20976100000001;3.600000381;2.0948;47.45098114;40.0;103.0;1654.0;16.77000046;17.0;-1.8165;14.25191212;SmoothCondition;LowCongestionCondition;AggressiveStyle
131;-1.8000030519999999;25.19999886;40.0649989;180.73959250000001;2.699998856;2.1114;0.0;40.0;103.0;1627.5;15.97000027;17.0;-1.8985;14.31302547;SmoothCondition;LowCongestionCondition;EvenPaceStyle
132;-2.400001526;26.09999847;40.31999888;169.4629744;0.899999619;2.1117;0.0;40.0;103.0;1627.5;20.62999916;17.0;-1.9469;14.40961075;SmoothCondition;LowCongestionCondition;EvenPaceStyle
133;-1.9000015259999998;25.19999886;40.52999887;160.26924609999998;-0.899999619;2.0704;0.0;40.0;102.0;1523.5;18.94000053;17.0;-1.9376;14.49988651;SmoothCondition;LowCongestionCondition;EvenPaceStyle
134;-1.0;23.39999962;40.61999887;156.6311109;-1.799999237;1.9866;70.58823395;41.0;102.0;1419.5;15.97000027;17.0;-1.8649;14.579059599999999;SmoothCondition;LowCongestionCondition;EvenPaceStyle
135;-0.9000015259999999;23.39999962;40.64999889;155.5245679;0.0;2.0085;66.66666412;41.0;102.0;1574.5;20.69000053;17.0;-1.7107;14.67604065;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
136;-1.600006104;27.0;40.66499891;155.0941689;3.600000381;2.0424;46.27450943;41.0;114.0;1836.0;22.21999931;20.0;-1.6186;14.75893307;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
137;-1.199996948;30.59999847;40.6949989;154.424203;3.599998474;2.0737;24.31372643;41.0;111.0;1707.5;17.04999924;21.0;-1.5947;14.79065704;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
138;-1.600006104;30.59999847;40.67999887;154.7182289;0.0;2.0056;81.96078491;41.0;101.0;1317.0;11.88000011;19.0;-1.419;14.75879955;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
139;-1.9000015259999998;31.5;40.67999887;154.7182289;0.9000015259999999;1.9828;81.96078491;41.0;105.0;1386.5;17.87999916;18.0;-1.2689;14.79235268;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
140;-1.5999984740000002;34.20000076;40.73999891;153.7041267;2.7000007630000002;1.8659;70.58823395;41.0;108.0;1488.5;17.54999924;19.0;-1.1141;14.80793667;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
141;-1.0;36.89999771;40.81499891;152.76942309999998;2.6999969480000003;1.7858;63.92156982;41.0;106.0;1568.5;17.61000061;19.0;-0.8984;14.81432152;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
142;-2.399997711;37.79999924;40.85999893;152.36785519999998;0.9000015259999999;1.5259;66.66666412;41.0;109.0;1652.0;20.11000061;19.0;-0.8317;14.83439827;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
143;-2.8000030519999997;40.5;40.94999895;151.7994822;2.7000007630000002;1.2388;68.62744904;41.0;111.0;1752.5;20.44000053;20.0;-0.6809999999999999;14.84472179;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
144;-3.2000007630000002;43.19999695;41.03999891;151.7088719;2.6999969480000003;0.9946;65.49019623;41.0;113.0;1835.0;21.61000061;21.0;-0.542;14.85652637;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
145;-2.599998474;45.0;41.17499895;151.6656261;1.8000030519999999;1.0361;22.74509811;42.0;109.0;1801.0;24.37999916;21.0;-0.5749;14.88690567;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
146;-2.900001526;45.89999771;41.33999891;151.5624312;0.8999977109999999;0.8498;0.0;42.0;106.0;1767.5;23.12999916;20.0;-0.5094;14.91563892;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
147;-2.999996185;44.09999847;41.48999891;151.0087023;-1.799999237;1.0422;0.0;42.0;105.0;1708.0;21.82999992;19.0;-0.4589;14.94231319;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
148;-2.399997711;42.29999924;41.5949989;150.4977618;-1.799999237;1.129;0.0;42.0;104.0;1626.5;20.86000061;19.0;-0.4566;14.96913147;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
149;-2.399997711;40.5;41.65499894;150.14081240000002;-1.799999237;1.2718;60.0;42.0;105.0;1633.0;16.82999992;19.0;-0.5348;14.96094704;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
150;-2.2999992369999998;39.59999847;41.69999895;149.8271089;-0.9000015259999999;1.258;52.54901886;42.0;103.0;1663.5;16.48999977;19.0;-0.4992;14.94013214;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
151;-1.399997711;40.5;41.72999894;149.6980582;0.9000015259999999;1.2725;29.01960754;42.0;103.0;1677.5;16.48999977;18.0;-0.3994;14.94013214;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
152;-1.199996948;41.39999771;41.77499889;149.5422363;0.8999977109999999;1.2193;0.0;42.0;104.0;1602.5;21.46999931;18.0;-0.2132;14.96306229;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
153;-0.5;40.5;41.78999891;149.4893803;-0.8999977109999999;1.1904;56.86274719;43.0;103.0;1614.5;20.19000053;18.0;-0.0728;14.98391438;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
154;0.5;39.59999847;41.80499887;149.40860940000002;-0.9000015259999999;1.2899;39.60784531;43.0;102.0;1640.0;16.02000046;18.0;-0.1211;14.9672842;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
155;1.0;40.5;41.84999889;149.16355;0.9000015259999999;1.3174;17.25490189;43.0;102.0;1640.0;15.57999992;18.0;-0.3181;14.94139862;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
156;1.299999237;40.5;41.87999887;149.02534680000002;0.0;1.3902;0.0;43.0;103.0;1621.0;20.40999985;18.0;-0.3619;14.96325493;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
157;2.399997711;39.59999847;41.93999885;148.52378769999999;-0.9000015259999999;1.0419;0.0;43.0;103.0;1556.0;19.40999985;18.0;-0.501;14.9813633;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
158;2.2999992369999998;37.79999924;41.84999889;148.7791437;-1.799999237;1.1599;21.17647171;43.0;103.0;1496.5;18.69000053;18.0;-0.5743;15.00137424;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
159;2.099998474;36.89999771;41.71499885;149.00772849999998;-0.9000015259999999;0.973;59.60784531;43.0;104.0;1438.0;15.35999966;18.0;-0.7566;14.99629116;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
160;2.1999969480000003;36.0;41.56499885;149.3555248;-0.8999977109999999;0.6436;56.86274719;43.0;103.0;1487.5;16.21999931;18.0;-0.892;14.99114227;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
161;1.899997711;36.0;41.39999889;149.5342281;0.0;0.4882;57.25490189;43.0;103.0;1520.0;15.65999985;18.0;-1.0039;14.98051071;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
162;1.799999237;37.79999924;41.2199989;148.842296;1.799999237;0.5436;57.25490189;43.0;103.0;1596.0;16.21999931;18.0;-0.9593;14.9672823;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
163;1.0;38.70000076;41.02499895;147.4829149;0.9000015259999999;0.601;76.47058868;44.0;113.0;1681.0;21.65999985;20.0;-0.9108;14.98864079;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
164;0.8999977109999999;41.39999771;40.85999893;145.6681944;2.6999969480000003;0.6737;74.50980377;44.0;121.0;1783.0;23.40999985;23.0;-0.8016;15.01053238;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
165;0.5;44.09999847;40.70999893;143.2839573;2.7000007630000002;0.5427;72.94117737;44.0;125.0;1915.5;24.29999924;25.0;-0.649;15.02843952;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
166;-0.39999771100000003;47.69999695;40.58999891;140.68463530000002;3.599998474;0.581;63.52941132;44.0;123.0;1997.0;23.19000053;26.0;-0.7311;15.03429222;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
167;-0.400001526;49.5;40.46999896;137.6167045;1.8000030519999999;0.4529;0.0;44.0;106.0;803.5;14.93999958;23.0;-0.6779;14.96446514;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
168;0.10000228900000001;49.5;40.31999896;133.4660263;0.0;0.3637;89.80392456;44.0;111.0;1491.0;21.23999977;22.0;-0.6725;14.95537472;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
169;-0.099998474;50.39999771;40.16999896;128.9950097;0.8999977109999999;0.2594;78.43137359999999;44.0;120.0;1568.0;22.29999924;23.0;-0.7003;14.94503689;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
170;-0.200000763;53.09999847;40.04999895;124.94592450000002;2.7000007630000002;0.4678;77.25490570000001;44.0;122.0;1630.0;22.54999924;25.0;-0.5547;14.93101501;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
171;-0.299999237;54.89999771;39.95999893;121.7251441;1.799999237;0.5527;73.72549438;44.0;123.0;1707.0;21.37999916;25.0;-0.5087;14.90328407;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
172;-0.599998474;57.59999847;39.89999895;119.34914520000001;2.7000007630000002;0.6095;41.5686264;44.0;111.0;1740.5;21.96999931;26.0;-0.6371;14.87774372;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
173;-0.39999771100000003;58.5;39.86999896;118.1583999;0.9000015259999999;0.7419;0.0;45.0;106.0;1711.5;21.96999931;24.0;-0.7037;14.87774372;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
174;-0.099998474;58.5;39.86999896;118.1583999;0.0;0.8756;0.0;45.0;105.0;1682.0;22.32999992;22.0;-0.7986;14.85799599;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
175;-0.10000228900000001;57.59999847;39.86999896;118.1583999;-0.9000015259999999;1.0074;0.0;45.0;105.0;1629.0;21.77000046;21.0;-0.6554;14.83747864;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
176;-0.199996948;55.79999924;39.86999896;118.1583999;-1.799999237;0.9722;0.0;45.0;104.0;1589.5;20.90999985;20.0;-0.6135;14.81397724;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
177;-0.200000763;54.89999771;39.86999896;118.1583999;-0.9000015259999999;1.3046;0.0;45.0;104.0;1589.5;20.21999931;20.0;-0.5667;14.79149151;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
178;0.400001526;52.19999695;39.86999896;118.1583999;-2.7000007630000002;1.3804;0.0;45.0;103.0;1486.5;18.46999931;19.0;-0.6917;14.76764202;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
179;0.10000228900000001;48.59999847;39.82499895;117.23376409999999;-3.599998474;1.6672;0.0;46.0;103.0;1375.0;17.12999916;19.0;-0.6612;14.74244308;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
180;0.0;45.89999771;39.76499891;116.2690855;-2.7000007630000002;2.3048;1.176470637;46.0;102.0;1312.0;16.40999985;19.0;-0.5688;14.71798611;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
181;-0.400001526;44.09999847;39.70499894;115.516747;-1.799999237;2.6627;24.31372643;46.0;102.0;1297.0;15.88000011;19.0;-0.5316;14.69255733;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
182;-0.300003052;44.09999847;39.59999895;113.8942304;0.0;2.6972;67.84313965;46.0;102.0;1247.5;12.65999985;18.0;-0.5003;14.63440704;FullOfHolesCondition;LowCongestionCondition;EvenPaceStyle
