;AltitudeVariation;VehicleSpeedInstantaneous;VehicleSpeedAverage;VehicleSpeedVariance;VehicleSpeedVariation;LongitudinalAcceleration;EngineLoad;EngineCoolantTemperature;ManifoldAbsolutePressure;EngineRPM;MassAirFlow;IntakeAirTemperature;VerticalAcceleration;FuelConsumptionAverage;roadSurface;traffic;drivingStyle
69;-0.5;34.20000076;13.49999954;92.28508018;0.9000015259999999;-1.8743;0.0;27;102;1379.0;17.04999924;14;0.3604;24.09908295;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
70;0.200000763;33.29999924;14.05499953;95.52759716;-0.9000015259999999;-1.9473;0.0;27;102;1302.0;16.57999992;14;0.3416;23.92586327;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
71;2.0;30.59999847;14.5349995;97.38739338;-2.7000007630000002;-1.818;1.176470637;27;102;1213.5;15.48999977;14;0.1405;23.77840042;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
72;1.600002289;29.69999886;14.98499949;98.70535928;-0.899999619;-1.7693;4.705882549;27;102;1118.0;11.10999966;14;0.1973;23.47639656;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
73;2.400001526;27.89999962;15.40499948;98.79505439;-1.799999237;-1.5092;52.94117737;27;102;1065.0;11.10999966;14;-0.0216;23.24152184;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
74;2.899997711;26.09999847;15.79499946;97.84318978;-1.800001144;-1.3203;53.33333588;28;102;1050.5;9.239999771;14;0.0258;22.89801598;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
75;2.599998474;26.09999847;16.15499943;97.34895237;0.0;-1.1716;9.803921699999998;28;102;993.5;8.18999958;14;0.0171;22.51869202;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
76;3.2000007630000002;26.09999847;16.49999942;96.94372332;0.0;-0.8344;33.33333206;28;102;774.5;6.239999771;14;-0.0658;21.98398209;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
77;2.5;23.39999962;16.79999942;95.57084208;-2.699998856;-0.6664;37.25490189;28;102;793.5;6.3800001139999996;14;-0.1473;21.57760811;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
78;2.2000007630000002;20.69999886;17.054999399999996;93.55979972;-2.7000007630000002;-0.5864;38.03921509;28;102;801.5;6.46999979;14;-0.2255;21.30664635;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
79;2.2000007630000002;18.89999962;17.2949994;90.88725762;-1.799999237;-0.4839;38.4313736;28;102;804.0;6.440000057000001;14;-0.3459;21.14414406;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
80;1.899997711;16.19999886;17.47499938;88.47647807;-2.7000007630000002;-0.4591;38.82352829;28;102;799.0;6.360000134;14;-0.3641;21.01474953;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
81;2.2999992369999998;15.29999924;17.63999938;86.05769005;-0.899999619;-0.3935;39.21568679999999;28;102;802.5;6.3800001139999996;14;-0.3554;20.95396996;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
82;0.699996948;13.5;17.77499938;83.79037650000001;-1.799999237;-0.3015;39.21568679999999;29;102;792.5;6.3800001139999996;14;-0.3532;20.95396996;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
83;-0.39999771100000003;10.79999924;17.86499938;82.01112239;-2.7000007630000002;-0.2869;39.60784531;29;102;800.0;6.440000057000001;14;-0.5138;20.9895153;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
84;-0.39999771100000003;8.099999428;17.90999937;80.99175807;-2.699999809;-0.0989;40.0;29;102;799.0;6.519999981000001;14;-0.5267;21.1469326;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
85;-0.7000007629999999;4.5;17.90999937;80.99175807;-3.5999994280000003;-0.0176;40.0;29;102;801.0;6.5500001910000005;14;-0.5269;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
86;-0.5;2.699999809;17.87999937;81.86399542;-1.8000001909999999;0.0124;40.39215851;29;102;801.0;6.3800001139999996;14;-0.5225;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
87;-0.5;0.0;17.87999937;81.86399542;-2.699999809;0.1081;40.0;29;102;798.5;6.409999847000001;14;-0.4785;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
88;-0.7999992370000001;0.0;17.84999937;82.8991479;0.0;0.1467;40.39215851;29;102;800.0;6.519999981000001;14;-0.4792;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
89;-1.299999237;0.0;17.78999937;84.85413083;0.0;0.2198;40.39215851;29;102;805.0;6.409999847000001;14;-0.5342;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
90;-2.0;0.0;17.69999938;87.60813055;0.0;0.2701;40.78431320000001;29;102;802.5;6.409999847000001;14;-0.4656;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
91;-1.5;0.0;17.51999939;92.07823185;0.0;0.2731;41.96078491;29;102;799.5;6.440000057000001;14;-0.4318;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
92;-0.600002289;0.0;17.3249994;96.66800276;0.0;0.2825;41.96078491;29;102;796.5;6.3800001139999996;14;-0.4036;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
93;-0.600002289;0.0;17.1299994;101.1804347;0.0;0.1831;41.96078491;29;102;802.0;6.5500001910000005;14;-0.3194;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
94;-0.5;0.0;16.91999941;105.76128179999999;0.0;0.0465;41.96078491;29;102;799.0;6.3800001139999996;14;-0.2862;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
95;-0.299999237;0.0;16.67999942;110.44738319999999;0.0;0.0406;41.5686264;30;102;798.0;6.46999979;14;-0.3077;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
96;-0.200000763;0.0;16.25999943;113.75328130000001;0.0;-0.0349;41.96078491;30;102;801.0;6.329999924;14;-0.3095;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
97;-0.200000763;0.0;15.86999944;117.2156878;0.0;-0.0988;40.78431320000001;30;102;808.5;6.440000057000001;14;-0.2886;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
98;-0.099998474;0.0;15.52499946;120.9680011;0.0;-0.1108;40.39215851;30;102;802.5;6.409999847000001;14;-0.2469;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
99;0.0;0.0;15.22499946;124.85783130000002;0.0;-0.124;40.39215851;30;102;801.0;6.409999847000001;14;-0.1954;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
100;0.10000228900000001;0.0;14.96999947;128.7204327;0.0;-0.1002;40.39215851;30;102;797.5;6.360000134;14;-0.2067;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
101;0.200000763;0.0;14.72999948;132.45466979999998;0.0;-0.1497;40.78431320000001;30;102;802.5;6.489999771;14;-0.1683;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
102;0.10000228900000001;0.0;14.50499948;136.0550509;0.0;-0.2089;40.0;30;102;799.5;6.489999771;14;-0.1463;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
103;0.099998474;0.0;14.29499949;139.5147116;0.0;-0.3019;40.0;30;102;799.0;6.489999771;14;-0.0639;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
104;0.099998474;0.0;14.0849995;142.88467749999998;0.0;-0.3884;40.39215851;30;102;784.0;6.329999924;14;0.0456;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
105;0.0;0.0;13.82999951;146.1560247;0.0;-0.4891;72.15686035;30;102;739.5;5.909999847000001;14;0.0616;21.39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
106;0.099998474;0.8999999759999999;13.5599995;148.7342956;0.8999999759999999;-0.5123;83.52941132;30;102;782.5;7.159999847000001;14;0.0797;21.6427021;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
107;0.39999771100000003;3.599999905;13.34999952;150.2527023;2.699999928;-0.4957;32.94117737;30;102;782.5;9.770000458;14;0.0467;21.80363846;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
108;-0.10000228900000001;7.1999998089999995;13.22999952;150.8604311;3.599999905;-0.5356;36.86274719;31;102;906.5;7.0500001910000005;14;0.0528;21.90742683;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
109;-0.299999237;7.1999998089999995;13.13999953;151.46175300000002;0.0;-0.6297;63.52941132;31;102;832.0;6.769999981000001;14;0.1286;22.00124359;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
110;-0.5;7.1999998089999995;13.06499953;152.018914;0.0;-0.7211;27.45098114;31;102;995.0;9.159999847;14;0.0365;22.12496567;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
111;-0.400001526;7.1999998089999995;13.00499954;152.5113207;0.0;-0.7067;33.33333206;31;102;984.0;9.239999771;14;0.0224;22.2482605;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
112;-0.099998474;8.099999428;12.95999954;152.8346343;0.899999619;-0.8906;73.72549438;31;102;877.5;8.18999958;14;0.131;22.37186241;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
113;-0.200000763;8.099999428;12.91499955;153.1538292;0.0;-0.8443;0.0;31;101;1234.5;15.32999992;14;0.0775;22.53336143;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
114;0.5;8.099999428;12.86999955;153.4689055;0.0;-0.9562;0.0;31;102;806.0;7.489999771;14;0.0389;22.50747681;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
115;0.7000007629999999;9.0;12.83999956;153.6492105;0.900000572;-1.0712;55.68627548;31;102;779.0;10.55000019;14;-0.0496;22.57136154;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
116;0.7000007629999999;12.59999943;12.85499956;153.62793080000003;3.5999994280000003;-1.1502;96.07843018;31;103;1059.0;14.15999985;14;-0.0733;22.6219635;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
117;0.9000015259999999;17.10000038;12.94499957;153.9025072;4.500000954;-1.155;77.64705658;31;104;1317.5;17.15999985;14;0.0354;22.66715622;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
118;0.39999771100000003;20.69999886;12.98999955;154.48666799999998;3.599998474;-1.1058;60.7843132;31;104;1461.5;18.32999992;14;0.0119;22.70561218;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
119;-0.5;23.39999962;12.97499955;154.15511730000003;2.7000007630000002;-1.028;0.0;31;102;1425.5;16.98999977;14;-0.0356;22.73582077;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
120;-0.7999992370000001;21.59999847;12.86999953;151.629244;-1.800001144;-1.0375;60.39215851;31;104;1376.5;18.79999924;15;0.0071;22.78838921;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
121;-1.100002289;21.59999847;12.71999953;147.5700918;0.0;-1.0618;70.98039246;31;110;1652.0;22.57999992;16;0.0695;22.84340286;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
122;-4.5999984739999995;25.19999886;12.64499953;145.31742240000003;3.600000381;-1.025;68.23529816;31;118;1859.5;19.86000061;16;0.0095;22.84132576;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
123;-5.200000763;28.79999924;12.64499953;145.31742240000003;3.600000381;-0.8397;23.52941132;31;104;825.0;7.409999847000001;18;-0.0134;22.40815544;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
124;-6.299999237000001;29.69999886;12.67499952;146.3022355;0.899999619;-0.8082;95.6862793;31;104;1199.5;7.409999847000001;17;0.0046;22.40815544;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
125;-7.399997711;28.79999924;12.67499952;146.3022355;-0.899999619;-0.8744;86.66667175;32;109;1338.0;15.97000027;15;0.0575;22.35051346;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
126;-7.4000015260000005;31.5;12.68999955;146.86260090000002;2.7000007630000002;-0.9272;77.64705658;32;113;1449.5;17.79999924;16;-0.0115;22.29746628;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
127;-6.899997711;34.20000076;12.7199996;148.1192471;2.7000007630000002;-1.0774;74.90196228;32;117;1553.0;20.69000053;17;0.081;22.26327896;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
128;-6.0;36.89999771;12.77999957;150.8467034;2.6999969480000003;-1.0952;73.72549438;32;119;1553.0;21.96999931;19;0.161;22.22376823;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
129;-5.700000762999999;39.59999847;12.86999953;155.2536507;2.7000007630000002;-1.0775;69.01960754;32;121;1639.5;23.27000046;20;0.1419;22.186954500000002;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
130;-5.699996948;41.39999771;13.00499951;161.95674240000002;1.799999237;-0.9212;25.49019623;32;121;1746.5;22.94000053;21;0.1806;22.13340378;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
131;-2.099998474;43.19999695;13.21499948;172.1178929;1.799999237;-0.8173;0.39215686899999996;32;109;1770.0;23.36000061;20;0.1456;22.07969666;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
132;-1.6999969480000001;43.19999695;13.43999945;182.69937380000002;0.0;-0.5835;0.0;32;106;1691.5;22.32999992;18;-0.0326;22.02807236;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
133;-0.600002289;40.5;13.64999946;191.52150980000002;-2.6999969480000003;-0.5737;0.0;32;104;1591.0;20.48999977;17;0.0119;21.97496605;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
134;1.399997711;38.70000076;13.859999499999999;199.4851384;-1.799999237;-0.4242;0.0;32;104;1496.0;18.86000061;16;0.0357;21.91515732;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
135;2.5;36.0;14.02499952;205.2263002;-2.7000007630000002;-0.2853;0.0;33;103;1378.0;17.36000061;15;0.1047;21.85802078;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
136;3.7999992369999998;33.29999924;14.14499953;209.0374191;-2.7000007630000002;-0.2075;0.0;33;103;1289.0;16.29999924;15;0.1085;21.80218315;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
137;4.700000763;33.29999924;14.30999953;213.7768341;0.0;-0.1766;1.960784316;33;103;1185.5;10.73999977;15;-0.0019;21.63534737;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
138;5.0;33.29999924;14.51999953;219.1521222;0.0;-0.2192;27.45098114;33;102;776.5;5.940000057000001;15;0.0203;21.22508812;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
139;4.5;27.0;14.65499954;221.44826650000002;-6.299999237000001;-0.254;41.96078491;33;102;865.5;7.110000134;15;0.0633;20.96957016;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
140;3.599998474;26.09999847;14.81999953;223.6002576;-0.9000015259999999;-0.2141;31.37254906;33;102;763.0;5.769999981000001;15;0.0199;20.6879158;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
141;-3.1999969480000003;7.1999998089999995;12.64499961;36.53031188;-0.899999619;-0.1387;37.25490189;44;102;785.0;5.5500001910000005;16;-0.1963;20.42724991;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
142;-3.0;4.5;12.71999961;34.93891363;-2.699999809;-0.0984;35.29411697;44;102;787.0;5.6300001139999996;16;-0.23600000000000002;20.43152046;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
143;-3.400001526;3.599999905;12.7649996;33.97858318;-0.900000095;-0.0485;36.86274719;44;102;787.0;5.5500001910000005;16;-0.2989;20.44956398;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
144;-2.900001526;2.699999809;12.7799996;33.65755782;-0.900000095;-0.1145;36.47058868;44;102;783.0;5.409999847000001;16;-0.2311;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
145;-3.000003815;0.0;12.7499996;34.38152387;-2.699999809;-0.1384;39.60784531;44;102;783.0;5.46999979;16;-0.1754;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
146;-3.1999969480000003;0.0;12.70499961;35.42285428;0.0;-0.1848;38.82352829;44;102;776.5;5.409999847000001;16;-0.1728;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
147;-3.1999969480000003;0.0;12.65999961;36.46006605;0.0;-0.2089;38.4313736;44;102;790.0;5.519999981000001;16;-0.1603;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
148;-1.899997711;0.0;12.59999961;37.78169309;0.0;-0.1968;38.03921509;44;102;788.0;5.6300001139999996;16;-0.1745;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
149;-0.7999992370000001;0.0;12.40499961;40.42014208;0.0;-0.2062;38.4313736;44;102;782.0;5.5500001910000005;16;-0.1223;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
150;-0.200000763;0.0;12.19499962;42.98285379;0.0;-0.1662;37.25490189;44;102;783.5;5.519999981000001;16;-0.1069;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
151;-0.200000763;0.0;11.96999962;45.42315023;0.0;-0.1658;37.25490189;44;102;787.0;5.489999771;16;-0.1191;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
152;0.099998474;0.0;11.72999963;47.69298059;0.0;-0.1749;38.03921509;44;102;783.0;5.489999771;16;-0.1381;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
153;-0.400001526;0.0;11.38499965;48.5402773;0.0;-0.247;36.07843018;44;102;785.5;5.519999981000001;16;-0.0584;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
154;0.10000228900000001;0.0;10.99499966;48.13573481;0.0;-0.2692;35.68627548;44;102;786.5;5.46999979;16;-0.019;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
155;0.099998474;0.0;10.58999967;47.01752301;0.0;-0.2748;37.64706039;44;102;783.0;5.3800001139999996;16;0.0069;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
156;0.0;0.0;10.16999969;45.12111653;0.0;-0.2633;36.86274719;44;102;782.5;5.3800001139999996;16;0.0462;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
157;-0.200000763;0.0;9.764999699999999;43.32332851;0.0;-0.2918;36.86274719;44;102;785.0;5.5500001910000005;16;0.0783;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
158;-0.299999237;0.0;9.374999706;41.63376914;0.0;-0.3534;36.86274719;44;102;781.0;5.489999771;16;0.0677;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
159;0.200000763;0.0;8.984999712;39.63485383;0.0;-0.3412;37.25490189;44;102;783.5;5.3800001139999996;16;0.0415;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
160;0.200000763;0.0;8.594999719;37.32658261;0.0;-0.3563;37.64706039;45;102;783.5;5.5500001910000005;16;0.0536;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
161;0.400001526;0.0;8.279999725;36.67789613;0.0;-0.3813;36.47058868;45;102;780.5;5.610000134;16;0.0675;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
162;0.400001526;0.0;8.039999731;37.14650625;0.0;-0.4353;36.47058868;45;102;787.5;5.610000134;16;0.0994;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
163;0.099998474;0.0;7.814999731;37.68536205;0.0;-0.4818;36.86274719;45;102;785.0;5.519999981000001;16;0.1264;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
164;0.0;0.0;7.589999731;38.12125176;0.0;-0.4281;35.68627548;45;102;782.5;5.3800001139999996;16;0.0982;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
165;0.0;0.0;7.364999731;38.45417537;0.0;-0.4411;36.47058868;45;102;785.5;5.3800001139999996;16;0.0603;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
166;0.0;0.0;7.109999744;38.24023476;0.0;-0.4382;37.64706039;45;102;786.5;5.409999847000001;16;0.0588;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
167;0.0;0.0;6.839999763;37.62243837;0.0;-0.4292;37.25490189;45;102;786.5;5.5500001910000005;16;0.0772;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
168;0.0;0.0;6.584999776;37.13620966;0.0;-0.4339;36.47058868;45;102;781.5;5.579999924;16;0.0924;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
169;0.0;0.0;6.3299997889999995;36.51772673;0.0;-0.4671;36.47058868;45;102;780.0;5.3800001139999996;16;0.0683;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
170;0.0;0.0;6.104999789;36.27404019;0.0;-0.4671;37.25490189;45;102;786.0;5.519999981000001;16;0.0641;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
171;0.0;0.0;5.894999798;36.14590464;0.0;-0.4485;37.64706039;45;102;786.5;5.440000057000001;16;0.08800000000000001;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
172;0.0;0.0;5.669999797999999;35.70315031;0.0;-0.4356;36.47058868;45;102;785.0;5.409999847000001;16;0.1076;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
173;0.0;0.0;5.4299998039999995;34.8977266;0.0;-0.4423;36.47058868;45;102;781.0;5.409999847000001;16;0.0906;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
174;0.0;0.0;5.174999817;33.68020981;0.0;-0.4256;38.03921509;45;102;783.5;5.610000134;16;0.07400000000000001;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
175;0.0;0.0;4.889999811;31.64125192;0.0;-0.4251;38.03921509;45;102;783.0;5.5500001910000005;16;0.0692;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
176;0.0;0.0;4.604999804;29.43709063;0.0;-0.4269;37.64706039;45;102;781.5;5.3800001139999996;16;0.0761;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
177;0.0;0.0;4.334999824;27.44366725;0.0;-0.4135;37.25490189;45;102;784.5;5.440000057000001;16;0.1054;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
178;0.0;0.0;4.064999843;25.30197271;0.0;-0.4125;38.4313736;45;102;784.0;5.5500001910000005;16;0.1276;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
179;0.0;0.0;3.8249998489999997;23.71309142;0.0;-0.4089;38.03921509;45;102;785.5;5.489999771;16;0.133;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
180;0.0;0.0;3.5999998489999996;22.32304897;0.0;-0.4056;37.64706039;45;102;782.5;5.579999924;17;0.1128;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
181;0.0;0.0;3.3899998589999996;21.12498129;0.0;-0.4397;38.03921509;45;102;786.0;5.440000057000001;17;0.1114;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
182;0.0;0.0;3.194999862;20.11065078;0.0;-0.4294;38.82352829;45;102;783.0;5.440000057000001;17;0.1467;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
183;0.0;0.0;3.029999868;19.49399828;0.0;-0.4215;37.25490189;45;102;784.0;5.489999771;17;0.1538;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
184;0.0;0.0;2.8499998810000005;18.59338827;0.0;-0.4106;36.86274719;45;102;784.0;5.489999771;17;0.132;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
185;0.0;0.0;2.669999894;17.62687996;0.0;-0.3984;38.03921509;45;102;783.0;5.519999981000001;17;0.1502;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
186;0.0;0.0;2.489999906;16.59447336;0.0;-0.3987;38.03921509;45;102;786.5;5.519999981000001;17;0.1629;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
187;0.0;0.0;2.324999913;15.74122766;0.0;-0.4199;37.25490189;45;102;783.5;5.360000134;17;0.1481;20.4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
188;0.400001526;7.1999998089999995;0.8549999709999999;5.063872525;0.0;-0.3506;36.47058868;47;102;846.0;6.360000134;17;0.1053;20.29055977;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
189;0.599998474;6.299999714;0.959999967;5.542779259;-0.900000095;-0.3311;31.37254906;47;102;857.5;5.8800001139999996;17;0.1167;20.32861328;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
190;0.200000763;3.599999905;1.019999965;5.641626713;-2.699999809;-0.3095;35.29411697;47;102;782.5;5.21999979;17;0.0982;20.38175583;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
191;0.10000228900000001;2.699999809;1.0649999620000001;5.669770773;-0.900000095;-0.3009;38.03921509;47;102;773.5;5.0500001910000005;17;0.0833;20.43710709;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
